"Fiscal.Year","County","CPS_confirmed_victim","CPS_unconfirmed_victim","CPS_family_preservation_removals","CPS_investigation_removals","Children.in.DFPS.Responsibility","Adult_disabled_18_64_pop","Adult_disabled_18_64_perc","Adult_65_over_pop","Adult_65_over_perc","APS_total_county_pop","APS_clients","APS_service_stages","APS_alleged_victims_in_repeat_invest","APS_alleged_victims_in_initial_invest","APS_recidivism"
2014,"Houston",78,160,1,16,64,2084,9,4722,20,23236,132,138,28,151,0.185
2014,"Howard",174,359,10,38,172,4050,11,4732,13,37225,87,87,28,183,0.153
2014,"Hudspeth",14,15,0,3,1,451,13,594,17,3411,4,4,1,20,0.05
2014,"Hunt",349,845,7,135,263,8380,9,13823,15,89458,306,324,92,471,0.195
2014,"Hutchinson",99,232,18,13,55,1944,9,3325,15,21823,57,57,15,95,0.158
2014,"Irion",2,14,NA,NA,1,56,4,348,23,1546,2,2,1,3,0.333
2014,"Jack",41,67,6,9,26,990,11,1459,16,8949,50,53,10,72,0.139
2014,"Jackson",62,105,2,6,18,1099,7,2510,17,14777,13,13,5,34,0.147
2014,"Jasper",79,431,8,11,48,3592,10,6515,18,35727,121,127,23,181,0.127
2014,"Jeff Davis",1,18,NA,NA,NA,245,11,653,30,2212,1,1,2,9,0.222
2014,"Jefferson",639,2498,35,146,383,18484,7,33848,13,254671,639,656,175,1268,0.138
2014,"Jim Hogg",34,81,NA,NA,11,505,10,870,17,5210,7,7,1,20,0.05
2014,"Jim Wells",77,510,9,23,91,3334,8,6012,14,41678,84,85,20,172,0.116
2014,"Johnson",597,1450,37,116,413,9441,6,21179,13,159112,251,254,61,423,0.144
2014,"Jones",71,177,NA,NA,17,2399,12,2936,15,19955,71,73,26,133,0.195
2014,"Karnes",43,144,12,4,56,1518,10,2217,15,14978,16,16,2,37,0.054
2014,"Kaufman",305,730,13,58,147,7766,7,13343,12,111494,210,216,58,308,0.188
2014,"Kendall",70,184,3,14,39,2633,7,7180,19,37826,28,28,15,65,0.231
2014,"Kenedy",NA,NA,NA,NA,NA,21,5,89,20,439,NA,NA,NA,NA,NA
2014,"Kent",6,9,NA,NA,4,67,8,237,30,792,1,1,2,3,0.667
2014,"Kerr",192,528,20,36,156,4417,9,13103,26,50604,105,108,46,264,0.174
2014,"Kimble",7,47,0,4,23,343,8,1183,26,4487,23,24,2,25,0.08
2014,"King",2,NA,NA,NA,NA,14,5,45,15,292,NA,NA,NA,NA,NA
2014,"Kinney",NA,28,NA,NA,5,253,7,875,25,3499,6,6,1,12,0.083
2014,"Kleberg",120,311,10,24,96,2399,8,4020,13,31366,107,109,19,162,0.117
2014,"Knox",14,18,0,3,9,285,8,820,22,3786,17,17,1,22,0.045
2014,"La Salle",32,71,0,6,27,670,9,1119,15,7421,7,7,1,15,0.067
2014,"Lamar",195,594,15,64,138,3874,8,9164,18,49938,110,113,43,280,0.154
2014,"Lamb",60,108,7,24,54,831,6,2314,17,13474,95,99,25,94,0.266
2014,"Lampasas",92,222,7,27,75,1678,8,3652,18,20169,52,54,16,90,0.178
2014,"Lavaca",28,114,1,2,30,1496,8,4276,22,19683,16,16,10,48,0.208
2014,"Lee",46,136,0,19,57,1355,8,2950,17,17007,18,19,10,48,0.208
2014,"Leon",48,145,0,28,52,1201,7,3924,23,17123,25,25,7,53,0.132
2014,"Liberty",315,806,17,77,273,8330,11,10240,13,79318,197,197,50,330,0.152
2014,"Limestone",81,237,0,26,50,1873,8,4121,18,23463,30,30,7,119,0.059
2014,"Lipscomb",NA,23,NA,NA,2,186,5,569,17,3425,7,8,0,10,0
2014,"Live Oak",48,81,8,30,58,771,7,2379,20,11688,17,17,2,31,0.065
2014,"Llano",82,196,6,23,61,1516,8,6355,33,19323,48,48,10,77,0.13
2014,"Loving",NA,NA,NA,NA,NA,6,7,20,23,86,NA,NA,0,1,0
2014,"Lubbock",1303,2643,91,215,920,22949,8,34868,12,292195,1485,1734,518,1883,0.275
2014,"Lynn",37,51,6,1,15,520,9,943,16,5737,30,30,12,41,0.293
2014,"Madison",22,117,2,5,23,1220,9,2091,15,13960,20,20,3,40,0.075
2014,"Marion",34,121,0,9,22,1188,11,2486,24,10478,52,52,18,99,0.182
2014,"Martin",8,24,NA,NA,1,334,6,727,14,5237,7,7,5,18,0.278
2014,"Mason",5,41,0,1,1,196,5,1101,28,3949,11,12,1,13,0.077
2014,"Matagorda",107,345,6,14,56,2800,8,5699,15,36887,90,92,17,133,0.128
2014,"Maverick",26,346,0,8,28,4970,9,6554,12,56529,59,60,18,170,0.106
2014,"McCulloch",33,99,1,1,23,652,8,1872,22,8393,58,59,14,65,0.215
2014,"McLennan",884,2456,40,267,702,15427,6,32262,13,242012,320,329,142,987,0.144
2014,"McMullen",9,4,0,4,4,48,7,220,30,738,2,2,1,3,0.333
2014,"Medina",124,374,19,49,197,3980,8,7366,15,47769,35,35,13,109,0.119
2014,"Menard",7,11,NA,NA,5,205,9,653,30,2206,8,8,2,10,0.2
2014,"Midland",290,1036,8,37,187,8818,6,15648,10,153832,131,136,50,327,0.153
2014,"Milam",95,229,5,44,110,2581,10,4746,19,24653,52,53,12,106,0.113
2014,"Mills",9,59,0,1,12,323,7,1232,25,4879,5,5,2,23,0.087
2014,"Mitchell",36,116,NA,NA,6,992,10,1409,15,9581,21,22,8,51,0.157
2014,"Montague",98,208,0,18,64,1658,8,4211,22,19508,131,140,37,155,0.239
2014,"Montgomery",567,3200,44,156,668,28671,6,61618,12,513529,615,629,169,1114,0.152
2014,"Moore",54,211,0,8,25,1431,7,2232,10,21762,19,19,4,35,0.114
2014,"Morris",28,185,3,7,21,1500,12,2689,21,12743,33,34,11,81,0.136
2014,"Motley",1,5,NA,NA,2,127,11,361,30,1197,2,2,0,8,0
2014,"Nacogdoches",112,447,12,63,184,5081,8,8633,14,63644,188,191,31,246,0.126
2014,"Navarro",113,516,4,13,97,4860,10,7766,16,47876,137,141,37,215,0.172
2014,"Newton",21,95,7,1,22,1618,11,2577,18,14117,56,56,15,88,0.17
2014,"Nolan",86,308,3,6,46,1446,9,2656,17,15334,53,55,15,133,0.113
2014,"None Specified",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,0.5
2014,"Nueces",1308,4371,79,199,471,27245,8,46187,13,356712,827,841,286,1709,0.167
2014,"Ochiltree",26,94,1,0,9,422,4,1133,11,10626,15,15,3,27,0.111
2014,"Oldham",NA,11,NA,NA,1,133,6,345,16,2120,3,3,1,2,0.5
2014,"Orange",291,1070,19,91,225,7401,9,13099,16,83588,190,194,71,435,0.163
2014,"Out of State",10,41,2,0,NA,NA,NA,NA,NA,NA,22,22,5,53,0.094
2014,"Palo Pinto",224,351,41,68,215,2683,10,5101,18,28006,116,121,35,188,0.186
2014,"Panola",115,200,2,15,34,2064,9,4104,17,24155,42,44,9,80,0.113
2014,"Parker",402,1016,35,106,283,7910,6,18173,15,123954,188,197,47,318,0.148
2014,"Parmer",23,35,NA,NA,3,595,6,1263,13,9801,11,11,0,18,0
2014,"Pecos",47,106,4,6,27,887,6,2006,13,15984,28,28,4,35,0.114
2014,"Polk",170,554,12,46,128,5654,12,8909,19,46700,142,143,31,289,0.107
2014,"Potter",794,1688,21,132,435,8083,7,14697,12,121993,511,526,152,699,0.217
2014,"Presidio",5,23,0,1,9,638,9,1411,20,6918,12,12,6,28,0.214
2014,"Rains",22,102,0,14,22,1085,10,2541,23,11102,13,13,4,38,0.105
2014,"Randall",360,869,18,49,280,6349,5,17438,14,126686,224,227,75,373,0.201
2014,"Reagan",2,36,0,2,2,181,5,439,12,3655,6,6,0,7,0
2014,"Real",3,38,2,3,20,176,5,1018,30,3357,6,6,1,13,0.077
2014,"Red River",45,135,7,13,33,1470,11,2919,23,12789,25,25,4,70,0.057
2014,"Reeves",29,90,0,7,17,936,6,1828,13,14483,31,32,10,56,0.179
2014,"Refugio",27,60,1,9,16,713,10,1641,22,7454,16,16,3,28,0.107
2014,"Roberts",NA,6,NA,NA,NA,81,9,189,20,946,NA,NA,NA,NA,NA
2014,"Robertson",24,125,0,6,27,1323,8,3056,18,16704,33,33,12,66,0.182
2014,"Rockwall",95,390,3,8,37,3734,4,9836,11,87381,54,55,25,124,0.202
2014,"Runnels",29,97,6,8,37,454,4,2246,21,10674,52,56,14,75,0.187
2014,"Rusk",190,411,4,80,159,4270,8,8192,15,53097,72,75,26,150,0.173
2014,"Sabine",25,110,4,3,9,990,9,3017,29,10462,40,42,12,64,0.188
2014,"San Augustine",14,72,0,3,11,1307,15,2194,25,8660,51,55,13,83,0.157
2014,"San Jacinto",81,345,4,7,49,2531,9,5366,20,27337,123,125,38,197,0.193
2014,"San Patricio",357,993,19,62,165,5344,8,9710,14,67203,127,127,43,284,0.151
2014,"San Saba",47,65,2,25,36,498,8,1293,22,5965,18,18,4,20,0.2
2014,"Schleicher",23,33,0,1,13,160,5,533,16,3305,6,6,1,12,0.083
2014,"Scurry",75,219,5,4,28,1114,6,2520,14,17441,31,32,14,60,0.233
2014,"Shackelford",15,29,1,0,1,312,9,627,19,3356,17,18,7,23,0.304
2014,"Shelby",82,198,10,24,66,1946,8,4210,16,25542,98,102,22,148,0.149
2014,"Sherman",2,19,NA,NA,1,342,11,476,15,3096,1,1,0,8,0
2014,"Smith",533,1473,52,116,485,14108,6,33531,15,220076,625,661,125,902,0.139
2014,"Somervell",20,61,0,2,16,502,6,1545,18,8744,17,17,3,22,0.136
2014,"Starr",167,361,13,17,106,5765,9,7107,11,62651,116,120,31,173,0.179
2014,"Stephens",33,102,1,2,21,698,7,1820,19,9583,49,53,16,77,0.208
2014,"Sterling",4,17,NA,NA,4,57,5,246,21,1189,2,2,0,2,0
2014,"Stonewall",6,6,NA,NA,1,128,9,417,28,1494,4,4,2,11,0.182
2014,"Sutton",4,23,NA,NA,5,123,3,727,17,4187,16,16,3,13,0.231
2014,"Swisher",34,90,11,5,23,691,9,1380,18,7613,14,14,1,25,0.04
2014,"Tarrant",6097,15144,120,552,2104,110661,6,197673,10,1940281,1639,1672,598,4399,0.136
2014,"Taylor",907,1776,20,115,361,11481,9,18721,14,134797,623,662,238,1100,0.216
2014,"Terrell",1,2,NA,NA,NA,42,4,264,26,1009,2,2,0,6,0
2014,"Terry",100,132,11,18,78,1203,9,1915,15,12790,122,135,22,133,0.165
2014,"Throckmorton",3,11,NA,NA,NA,72,5,413,26,1571,10,14,7,15,0.467
2014,"Titus",55,235,3,13,47,2484,8,4282,13,32663,53,54,18,76,0.237
2014,"Tom Green",583,1261,52,140,589,8605,7,16745,15,114841,650,681,164,921,0.178
2014,"Travis",2157,9055,153,478,1617,57034,5,93168,8,1130447,1170,1198,480,2792,0.172
2014,"Trinity",49,140,0,10,41,1988,14,3552,25,14459,120,126,24,127,0.189
2014,"Tyler",83,307,0,14,30,2764,13,4416,20,21547,67,72,16,119,0.134
2014,"Unknown",NA,NA,1,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2014,"Upshur",108,457,5,24,84,4215,10,6924,17,40201,107,108,27,180,0.15
2014,"Upton",8,28,2,0,8,260,7,600,17,3583,12,12,2,22,0.091
2014,"Uvalde",79,318,15,19,84,1877,7,4319,16,26870,26,26,12,104,0.115
2014,"Val Verde",48,257,2,15,54,2835,6,6674,14,48718,44,44,20,180,0.111
2014,"Van Zandt",193,534,12,71,191,4838,9,10621,20,53704,110,116,42,248,0.169
2014,"Victoria",286,878,42,30,255,6973,8,13170,15,90819,92,94,34,269,0.126
2014,"Walker",97,384,1,25,89,3271,5,8087,12,69862,92,94,23,150,0.153
2014,"Waller",81,285,0,29,65,3493,8,5429,12,46013,55,55,11,86,0.128
2014,"Ward",61,128,9,7,22,981,8,1681,14,11630,21,22,11,43,0.256
2014,"Washington",79,208,0,25,64,2517,7,6711,20,34207,21,22,8,79,0.101
2014,"Webb",642,2388,67,163,697,15633,6,22581,9,259968,303,303,75,594,0.126
2014,"Wharton",61,408,4,10,36,2667,6,6531,16,41583,81,89,14,108,0.13
2014,"Wheeler",12,39,0,4,11,330,6,1108,20,5562,16,16,3,27,0.111
2014,"Wichita",704,1680,48,76,310,10566,8,18723,14,132009,790,831,270,1170,0.231
2014,"Wilbarger",38,91,0,5,21,1367,10,2323,17,13301,81,88,25,154,0.162
2014,"Willacy",170,282,9,26,83,2306,10,2810,13,22154,98,98,21,141,0.149
2014,"Williamson",731,2625,35,145,440,25182,5,50681,10,484096,352,359,128,800,0.16
2014,"Wilson",73,305,20,13,111,3021,7,6818,15,46322,50,50,19,101,0.188
2014,"Winkler",34,80,3,0,8,577,7,956,12,7844,9,9,4,20,0.2
2014,"Wise",176,425,6,50,154,5845,9,8957,14,61785,56,56,22,174,0.126
2014,"Wood",153,316,8,65,164,4066,9,11345,26,43328,75,77,25,187,0.134
2014,"Yoakum",28,38,2,3,15,561,7,1030,12,8318,17,17,1,21,0.048
2014,"Young",61,223,8,8,34,1394,8,3659,20,18561,127,133,30,177,0.169
2014,"Zapata",59,130,2,11,47,1029,7,1686,12,14240,19,19,4,32,0.125
2014,"Zavala",49,150,0,14,47,1356,11,1560,13,12065,11,12,7,33,0.212
2015,"Anderson",214,506,11,33,147,4315,7,8148,14,58408,102,103,31,231,0.134
2015,"Andrews",55,192,5,16,41,943,5,1876,10,17952,3,3,3,42,0.071
2015,"Angelina",338,1038,16,75,205,8795,10,13397,15,88868,194,196,65,395,0.165
2015,"Aransas",148,328,11,20,100,2734,11,6772,27,25302,76,76,36,183,0.197
2015,"Archer",12,57,0,3,6,575,7,1599,18,8657,38,38,18,63,0.286
2015,"Armstrong",3,8,0,1,1,136,7,510,26,1942,NA,NA,0,3,0
2015,"Atascosa",209,489,13,39,214,2921,6,6850,14,48087,38,38,27,162,0.167
2015,"Austin",36,231,1,6,27,1830,6,5268,18,29394,28,28,19,116,0.164
2015,"Bailey",9,80,0,3,22,374,5,1034,14,7413,53,57,10,70,0.143
2015,"Bandera",46,149,3,3,41,1581,8,5129,25,20830,40,40,15,103,0.146
2015,"Bastrop",242,910,4,104,294,6427,8,11380,14,80082,105,106,49,306,0.16
2015,"Baylor",19,54,0,1,4,271,7,884,24,3659,19,19,4,35,0.114
2015,"Bee",130,384,8,45,174,3397,10,3858,12,33099,51,51,24,145,0.166
2015,"Bell",1069,4202,83,398,1045,26966,8,32014,10,332820,370,373,201,1243,0.162
2015,"Bexar",4941,18441,671,891,5002,142573,8,216381,11,1897850,1998,2007,1172,7283,0.161
2015,"Blanco",23,80,4,2,16,914,8,2541,23,10988,2,2,4,26,0.154
2015,"Borden",NA,3,NA,NA,NA,45,7,182,28,660,1,1,1,6,0.167
2015,"Bosque",56,167,0,32,64,1349,8,4272,24,17952,20,27,16,74,0.216
2015,"Bowie",270,1107,18,70,207,7427,8,14841,16,92594,90,90,38,291,0.131
2015,"Brazoria",641,2303,36,48,256,17719,5,37990,11,343497,249,250,84,683,0.123
2015,"Brazos",378,1335,6,17,128,9666,5,17511,8,209233,81,81,45,386,0.117
2015,"Brewster",17,40,NA,NA,3,925,10,1800,20,9228,18,18,19,61,0.311
2015,"Briscoe",4,15,2,0,5,60,4,421,26,1593,1,1,0,3,0
2015,"Brooks",29,156,2,3,19,714,10,1391,19,7213,18,18,15,58,0.259
2015,"Brown",180,419,7,63,160,2198,6,7724,20,38590,114,114,56,273,0.205
2015,"Burleson",47,156,0,14,59,1255,7,3477,20,17458,14,14,9,61,0.148
2015,"Burnet",153,417,6,42,126,4182,9,9573,21,45389,47,47,16,128,0.125
2015,"Caldwell",190,424,9,44,137,3147,8,5574,14,41044,52,52,44,196,0.224
2015,"Calhoun",52,209,6,9,51,1926,9,3704,17,22144,30,30,12,98,0.122
2015,"Callahan",38,169,4,7,20,1143,8,2791,21,13463,42,43,24,94,0.255
2015,"Cameron",1371,4602,136,189,684,25899,6,52548,13,418541,469,469,238,1527,0.156
2015,"Camp",51,150,2,17,46,900,7,2241,17,12863,14,14,14,58,0.241
2015,"Carson",14,27,0,6,11,284,5,1047,18,5952,7,7,1,17,0.059
2015,"Cass",96,269,5,51,86,2710,9,6652,22,30486,37,37,17,114,0.149
2015,"Castro",11,31,6,2,24,311,4,1131,15,7549,11,11,4,17,0.235
2015,"Chambers",110,251,7,13,52,3061,8,4386,11,38356,53,54,17,98,0.173
2015,"Cherokee",184,560,10,64,195,3677,7,8388,16,51614,153,153,45,315,0.143
2015,"Childress",17,67,0,1,8,647,9,1107,16,7071,24,24,6,42,0.143
2015,"Clay",25,91,0,1,8,935,9,2121,21,10260,31,31,16,70,0.229
2015,"Cochran",13,45,NA,NA,2,269,8,504,16,3189,65,69,22,73,0.301
2015,"Coke",11,45,0,3,7,153,5,892,27,3268,13,13,3,26,0.115
2015,"Coleman",41,81,2,7,22,513,6,2126,24,8696,38,38,19,75,0.253
2015,"Collin",1297,3482,26,206,541,29598,3,88061,10,904421,296,298,128,990,0.129
2015,"Collingsworth",6,47,0,1,10,216,7,582,19,3106,10,10,1,16,0.063
2015,"Colorado",35,134,0,7,23,1225,6,4435,21,21046,14,14,7,59,0.119
2015,"Comal",489,795,37,148,411,8573,7,22178,18,126054,83,83,50,330,0.152
2015,"Comanche",34,112,2,2,17,1027,8,3148,23,13521,40,40,16,87,0.184
2015,"Concho",4,25,NA,NA,2,239,6,715,17,4102,5,5,4,13,0.308
2015,"Cooke",225,484,10,36,128,3169,8,6986,18,39082,45,45,12,136,0.088
2015,"Coryell",341,1017,10,92,200,6735,9,6485,8,76750,72,74,35,243,0.144
2015,"Cottle",8,14,NA,NA,3,118,8,406,27,1503,4,4,1,12,0.083
2015,"Crane",17,26,2,1,3,189,4,654,13,5190,4,4,1,10,0.1
2015,"Crockett",12,48,2,6,17,151,4,710,18,3887,7,7,3,11,0.273
2015,"Crosby",52,76,11,5,35,519,8,1217,20,6235,23,26,8,48,0.167
2015,"Culberson",6,10,0,2,4,291,13,469,20,2319,5,5,4,16,0.25
2015,"Dallam",34,94,0,12,21,589,8,658,9,6943,5,5,3,13,0.231
2015,"Dallas",5847,17382,173,1649,4646,132414,5,248167,10,2551029,2093,2114,1133,7040,0.161
2015,"Dawson",33,144,2,8,66,941,7,2022,15,13671,38,38,13,106,0.123
2015,"Deaf Smith",79,195,2,11,52,1045,6,2188,12,18697,30,30,8,62,0.129
2015,"Delta",12,42,1,5,24,550,10,1217,23,5299,9,10,6,27,0.222
2015,"Denton",902,4287,40,195,616,34019,4,68948,9,771688,230,231,131,946,0.138
2015,"DeWitt",63,217,2,15,70,1557,7,4099,20,20855,13,13,22,87,0.253
2015,"Dickens",NA,21,2,0,10,237,10,528,23,2258,18,18,4,24,0.167
2015,"Dimmit",41,189,4,7,71,1188,11,1668,15,10769,8,8,3,40,0.075
2015,"Donley",4,26,NA,NA,10,272,8,824,23,3524,19,19,6,21,0.286
2015,"Duval",39,110,5,9,41,1598,14,2133,18,11824,27,27,9,75,0.12
2015,"Eastland",67,223,0,12,29,2167,12,3981,22,18411,90,92,32,161,0.199
2015,"Ector",498,1891,62,93,457,11663,7,15897,10,158753,217,217,82,549,0.149
2015,"Edwards",6,20,NA,NA,5,90,5,518,26,1997,NA,NA,0,5,0
2015,"El Paso",1994,5786,99,105,721,59107,7,97922,12,839545,736,740,446,2821,0.158
2015,"Ellis",444,1207,7,61,146,10554,6,19669,12,163301,111,112,45,314,0.143
2015,"Erath",133,247,2,21,48,1885,5,5544,14,39471,17,17,8,84,0.095
2015,"Falls",53,184,0,10,33,1696,10,3041,18,17223,23,23,7,89,0.079
2015,"Fannin",108,287,3,17,50,3045,9,6603,19,34231,89,90,22,179,0.123
2015,"Fayette",70,168,7,16,57,1450,6,5933,24,25219,23,23,9,81,0.111
2015,"Fisher",23,31,1,0,7,226,6,960,24,3963,5,5,0,13,0
2015,"Floyd",31,46,0,10,28,348,6,1185,20,6031,37,39,11,46,0.239
2015,"Foard",4,7,NA,NA,1,201,16,342,27,1270,6,7,3,18,0.167
2015,"Fort Bend",670,2756,13,81,253,27170,4,68062,10,702044,204,204,109,897,0.122
2015,"Franklin",43,66,1,10,29,1259,12,2113,20,10730,18,18,5,38,0.132
2015,"Freestone",44,205,5,7,34,1635,8,3667,18,19847,29,29,13,97,0.134
2015,"Frio",127,287,9,50,124,1591,9,2373,13,18565,14,14,10,66,0.152
2015,"Gaines",34,124,1,0,27,1291,7,1948,10,19735,7,7,2,36,0.056
2015,"Galveston",705,2697,58,142,463,23028,7,41971,13,322292,238,239,172,1092,0.158
2015,"Garza",20,38,2,10,26,488,7,755,11,6615,28,30,10,39,0.256
2015,"Gillespie",70,126,2,13,35,1343,5,7114,28,25393,31,32,11,65,0.169
2015,"Glasscock",2,2,NA,NA,NA,8,1,241,19,1290,NA,NA,NA,NA,NA
2015,"Goliad",10,79,2,1,15,664,9,1714,23,7485,8,8,4,40,0.1
2015,"Gonzales",54,199,12,5,57,2069,10,3471,17,20651,14,14,15,77,0.195
2015,"Gray",93,243,6,10,55,1949,8,3646,16,23242,33,33,16,114,0.14
2015,"Grayson",675,1368,22,88,279,10701,8,21867,17,126409,249,250,67,584,0.115
2015,"Gregg",584,1261,44,128,382,9133,7,17934,14,124043,161,161,57,480,0.119
2015,"Grimes",66,241,1,17,49,1774,6,4533,16,27755,33,33,15,91,0.165
2015,"Guadalupe",393,1146,36,92,252,9861,7,19759,13,149395,86,86,54,366,0.148
2015,"Hale",172,342,11,23,120,2006,6,4540,13,34731,82,82,12,151,0.079
2015,"Hall",15,32,1,1,8,271,8,794,24,3303,14,14,3,20,0.15
2015,"Hamilton",19,73,0,8,12,1003,12,2079,25,8338,6,6,4,40,0.1
2015,"Hansford",30,22,2,9,24,348,6,864,15,5698,1,1,0,11,0
2015,"Hardeman",29,33,NA,NA,7,511,13,771,19,3963,12,12,4,33,0.121
2015,"Hardin",143,550,3,21,61,4521,8,8752,16,55738,63,64,39,197,0.198
2015,"Harris",6360,30816,461,1266,5910,229571,5,420825,9,4527909,4110,4149,1788,11365,0.157
2015,"Harrison",254,655,21,44,164,4043,6,10350,15,67021,91,91,24,236,0.102
2015,"Hartley",7,9,NA,NA,1,175,3,869,14,6029,8,8,1,11,0.091
2015,"Haskell",12,56,0,2,9,836,14,1296,22,5983,18,18,8,46,0.174
2015,"Hays",465,1224,21,146,310,10719,6,20634,11,191851,66,66,73,357,0.204
2015,"Hemphill",5,22,1,6,18,234,6,573,14,4151,2,2,0,4,0
2015,"Henderson",373,964,30,134,350,7223,9,17047,21,80005,224,224,68,474,0.143
2015,"Hidalgo",2165,8773,206,151,993,54917,7,86199,10,822205,628,632,390,2255,0.173
2015,"Hill",128,375,4,35,121,3033,9,7181,20,35475,85,89,42,189,0.222
2015,"Hockley",73,277,4,8,65,1731,7,3331,14,23723,83,86,25,133,0.188
2015,"Hood",277,615,23,39,157,3612,7,13178,24,54870,111,112,34,216,0.157
2015,"Hopkins",123,440,10,40,104,3261,9,6536,18,36161,79,79,27,158,0.171
2015,"Houston",120,190,3,38,81,2067,9,4724,20,23135,87,91,28,125,0.224
2015,"Howard",124,359,9,15,136,4107,11,4789,13,37856,93,93,38,210,0.181
2015,"Hudspeth",2,18,NA,NA,NA,450,13,627,18,3410,8,8,0,12,0
2015,"Hunt",357,952,15,140,309,8447,9,14278,16,90372,208,209,81,443,0.183
2015,"Hutchinson",107,218,9,15,64,1936,9,3351,15,21747,37,37,12,102,0.118
2015,"Irion",NA,9,NA,NA,NA,55,4,361,23,1537,NA,NA,1,4,0.25
2015,"Jack",54,87,7,10,31,988,11,1467,16,8933,29,29,13,55,0.236
2015,"Jackson",25,106,0,5,17,1111,7,2575,17,14965,8,8,6,47,0.128
2015,"Jasper",120,390,8,39,76,3570,10,6695,19,35716,91,91,39,223,0.175
2015,"Jeff Davis",1,10,NA,NA,NA,240,11,671,31,2198,5,5,2,8,0.25
2015,"Jefferson",668,2703,29,118,379,18467,7,34596,14,255300,529,531,221,1333,0.166
2015,"Jim Hogg",24,69,1,0,7,501,10,884,17,5190,4,4,2,19,0.105
2015,"Jim Wells",162,672,20,23,103,3333,8,6187,15,41884,56,56,37,188,0.197
2015,"Johnson",693,1625,47,128,437,9539,6,22038,14,161209,170,171,79,471,0.168
2015,"Jones",66,214,2,5,22,2393,12,2957,15,19905,57,57,18,96,0.188
2015,"Karnes",53,151,6,28,78,1518,10,2244,15,15034,13,13,5,46,0.109
2015,"Kaufman",289,844,2,44,142,7903,7,14112,12,113657,144,145,51,289,0.176
2015,"Kendall",43,184,3,4,33,2706,7,7604,19,39084,25,25,6,87,0.069
2015,"Kenedy",2,3,NA,NA,NA,22,5,92,21,445,NA,NA,NA,NA,NA
2015,"Kent",NA,10,NA,NA,NA,66,8,241,31,789,3,3,0,5,0
2015,"Kerr",151,354,18,37,152,4420,9,13278,26,50864,65,65,30,224,0.134
2015,"Kimble",13,51,0,2,20,337,8,1209,27,4464,7,7,3,21,0.143
2015,"King",NA,NA,NA,NA,NA,14,5,51,17,295,NA,NA,NA,NA,NA
2015,"Kinney",6,19,NA,NA,NA,253,7,874,25,3486,1,1,1,11,0.091
2015,"Kleberg",96,384,14,13,86,2382,8,4118,13,31225,50,50,15,150,0.1
2015,"Knox",9,30,NA,NA,5,285,7,833,22,3813,10,11,3,25,0.12
2015,"La Salle",27,88,2,3,21,680,9,1177,16,7556,3,3,4,23,0.174
2015,"Lamar",242,644,4,87,173,3855,8,9426,19,49980,131,132,48,294,0.163
2015,"Lamb",52,200,1,8,40,824,6,2335,17,13356,116,119,32,144,0.222
2015,"Lampasas",73,254,3,30,68,1681,8,3810,19,20295,25,27,12,91,0.132
2015,"Lavaca",27,130,4,3,31,1501,8,4327,22,19818,7,7,7,40,0.175
2015,"Lee",24,137,2,18,53,1359,8,3032,18,17102,10,10,7,55,0.127
2015,"Leon",22,195,0,3,36,1199,7,4009,23,17227,17,17,5,57,0.088
2015,"Liberty",302,781,20,74,261,8381,10,10727,13,80287,168,170,54,322,0.168
2015,"Limestone",61,281,0,16,50,1869,8,4204,18,23481,42,42,25,132,0.189
2015,"Lipscomb",2,19,NA,NA,1,188,5,591,17,3459,2,2,0,6,0
2015,"Live Oak",60,115,6,16,49,769,7,2432,21,11748,11,11,3,43,0.07
2015,"Llano",82,210,11,37,87,1504,8,6459,33,19348,42,42,21,121,0.174
2015,"Loving",NA,NA,NA,NA,NA,6,7,20,23,87,NA,NA,NA,NA,NA
2015,"Lubbock",1138,3112,141,227,1005,23155,8,36021,12,295763,1247,1301,510,2060,0.248
2015,"Lynn",6,53,5,3,14,520,9,955,17,5716,28,29,7,43,0.163
2015,"Madison",28,126,2,9,24,1223,9,2129,15,14054,16,16,7,50,0.14
2015,"Marion",51,146,2,14,26,1173,11,2541,24,10458,35,35,13,70,0.186
2015,"Martin",9,32,NA,NA,NA,342,6,767,14,5367,6,6,3,14,0.214
2015,"Mason",10,35,0,2,3,193,5,1123,29,3928,7,7,1,10,0.1
2015,"Matagorda",65,368,1,16,61,2786,8,5877,16,36932,71,71,17,126,0.135
2015,"Maverick",30,343,2,6,31,5020,9,6809,12,57107,22,22,23,135,0.17
2015,"McCulloch",37,123,0,8,20,655,8,1904,23,8448,37,37,5,75,0.067
2015,"McLennan",1053,2745,82,241,874,15480,6,33106,14,243882,328,329,176,1160,0.152
2015,"McMullen",1,18,0,2,4,48,6,228,31,746,NA,NA,0,3,0
2015,"Medina",77,397,16,40,170,4017,8,7583,16,48221,48,48,21,147,0.143
2015,"Menard",6,22,NA,NA,3,200,9,667,30,2199,7,7,2,15,0.133
2015,"Midland",325,1228,14,43,185,9107,6,15930,10,158745,108,108,66,401,0.165
2015,"Milam",122,231,5,47,130,2571,10,4846,20,24634,28,29,24,106,0.226
2015,"Mills",15,50,4,8,16,322,7,1260,26,4875,NA,NA,2,14,0.143
